episode,normalized_cumulative_reward,final_rewards,best_reward,mean_normalized_cumulative_reward,mean_final_rewards,mean_best_reward,n_agents,comm_radius,movement_noise,sample_noise,model
0,0.409297913312912,0.6582959294319153,0.7311602830886841,0.2082492858171463,0.21369464695453644,0.41693800687789917,5,0.0,0.01,0.01,Random_Baseline
1,0.2787981927394867,0.3491097688674927,0.5624333024024963,0.14487868547439575,0.1388641744852066,0.26615089178085327,5,0.0,0.01,0.01,Random_Baseline
2,0.28168490529060364,0.3915087580680847,0.581169605255127,0.11547490209341049,0.15594330430030823,0.24137377738952637,5,0.0,0.01,0.01,Random_Baseline
3,0.5766983032226562,0.5368312001228333,0.8098121881484985,0.3182162344455719,0.23116669058799744,0.4499374032020569,5,0.0,0.01,0.01,Random_Baseline
4,0.32078495621681213,0.2761850953102112,0.6520383954048157,0.1710326373577118,0.14950421452522278,0.3306122422218323,5,0.0,0.01,0.01,Random_Baseline
5,0.3203001618385315,0.3498397469520569,0.6012071371078491,0.20174212753772736,0.22707810997962952,0.38382458686828613,5,0.0,0.01,0.01,Random_Baseline
6,0.5326842665672302,0.7078624963760376,0.7542141675949097,0.32831811904907227,0.37178313732147217,0.5675118565559387,5,0.0,0.01,0.01,Random_Baseline
7,0.4043401777744293,0.5180083513259888,0.6529458165168762,0.22042207419872284,0.31360921263694763,0.4521349370479584,5,0.0,0.01,0.01,Random_Baseline
8,0.15596014261245728,0.10609153658151627,0.33469435572624207,0.07054457813501358,0.0529838502407074,0.1472729593515396,5,0.0,0.01,0.01,Random_Baseline
9,0.4108140170574188,0.6353335380554199,0.749821662902832,0.2172481119632721,0.25044766068458557,0.4229849874973297,5,0.0,0.01,0.01,Random_Baseline
10,0.4573301076889038,0.5734449625015259,0.7464714050292969,0.3030417859554291,0.3319348990917206,0.5127317309379578,5,0.0,0.01,0.01,Random_Baseline
11,0.13269230723381042,0.16341888904571533,0.3346305787563324,0.05751066654920578,0.05090794712305069,0.14258985221385956,5,0.0,0.01,0.01,Random_Baseline
12,0.509360134601593,0.5970597267150879,0.773828387260437,0.35436367988586426,0.461992084980011,0.6147445440292358,5,0.0,0.01,0.01,Random_Baseline
13,0.2505423426628113,0.4414960443973541,0.6420632600784302,0.17891134321689606,0.27283814549446106,0.4073368012905121,5,0.0,0.01,0.01,Random_Baseline
14,0.24030113220214844,0.25298234820365906,0.5927756428718567,0.1840493083000183,0.12321940809488297,0.44218024611473083,5,0.0,0.01,0.01,Random_Baseline
15,0.2640075087547302,0.6968518495559692,0.7978112101554871,0.15922106802463531,0.24280264973640442,0.38533297181129456,5,0.0,0.01,0.01,Random_Baseline
16,0.21990175545215607,0.3255748748779297,0.42264091968536377,0.16711145639419556,0.11735254526138306,0.35534435510635376,5,0.0,0.01,0.01,Random_Baseline
17,0.263926237821579,0.3793710768222809,0.5862487554550171,0.10435982793569565,0.1404762715101242,0.22400060296058655,5,0.0,0.01,0.01,Random_Baseline
18,0.44284871220588684,0.6814590096473694,0.7379317283630371,0.29573574662208557,0.3592089116573334,0.5468428134918213,5,0.0,0.01,0.01,Random_Baseline
19,0.5849005579948425,0.6262598037719727,0.7536114454269409,0.2669697701931,0.22054991126060486,0.48077431321144104,5,0.0,0.01,0.01,Random_Baseline
20,0.48121219873428345,0.5286211967468262,0.7546676993370056,0.2662903368473053,0.30895882844924927,0.55933678150177,5,0.0,0.01,0.01,Random_Baseline
21,0.36424264311790466,0.4383630156517029,0.7662019729614258,0.20965127646923065,0.16704103350639343,0.469011127948761,5,0.0,0.01,0.01,Random_Baseline
22,0.6350122690200806,0.635821521282196,0.7447450160980225,0.291782945394516,0.27996039390563965,0.3754999339580536,5,0.0,0.01,0.01,Random_Baseline
23,0.5602284073829651,0.7731866240501404,0.8140803575515747,0.3144821226596832,0.34363117814064026,0.5076883435249329,5,0.0,0.01,0.01,Random_Baseline
24,0.1840657740831375,0.08810840547084808,0.3762616217136383,0.09468798339366913,0.057376839220523834,0.20584805309772491,5,0.0,0.01,0.01,Random_Baseline
25,0.3562183678150177,0.2263370305299759,0.6782771348953247,0.24282896518707275,0.12440000474452972,0.4573493003845215,5,0.0,0.01,0.01,Random_Baseline
26,0.24497991800308228,0.3463476300239563,0.35754722356796265,0.12049376964569092,0.17054858803749084,0.23085527122020721,5,0.0,0.01,0.01,Random_Baseline
27,0.24547407031059265,0.25858181715011597,0.41823333501815796,0.12113253772258759,0.10004476457834244,0.2751694619655609,5,0.0,0.01,0.01,Random_Baseline
28,0.3392150402069092,0.37286847829818726,0.7669346928596497,0.229035422205925,0.23506245017051697,0.5370493531227112,5,0.0,0.01,0.01,Random_Baseline
29,0.5204482674598694,0.3729758560657501,0.7048481106758118,0.21966597437858582,0.1577472984790802,0.36855894327163696,5,0.0,0.01,0.01,Random_Baseline
30,0.5657042860984802,0.671420693397522,0.9601544737815857,0.38303694128990173,0.3760605454444885,0.7185892462730408,5,0.0,0.01,0.01,Random_Baseline
31,0.4567888379096985,0.6479693055152893,0.6931535601615906,0.2546471357345581,0.383563369512558,0.5055831074714661,5,0.0,0.01,0.01,Random_Baseline
32,0.33351555466651917,0.17923644185066223,0.4461579918861389,0.1472967565059662,0.08494945615530014,0.22861270606517792,5,0.0,0.01,0.01,Random_Baseline
33,0.3617185950279236,0.5469799637794495,0.550228476524353,0.18306173384189606,0.1894245445728302,0.34621626138687134,5,0.0,0.01,0.01,Random_Baseline
34,0.3274240493774414,0.3993265926837921,0.6250394582748413,0.1484116166830063,0.2023421823978424,0.33814841508865356,5,0.0,0.01,0.01,Random_Baseline
35,0.2284870594739914,0.15056759119033813,0.624258816242218,0.071064293384552,0.03646695613861084,0.20962779223918915,5,0.0,0.01,0.01,Random_Baseline
36,0.2656736373901367,0.4380326569080353,0.5881896615028381,0.12625381350517273,0.1874404400587082,0.30194252729415894,5,0.0,0.01,0.01,Random_Baseline
37,0.5614520907402039,0.25579410791397095,0.764701783657074,0.2308865785598755,0.14846499264240265,0.363328754901886,5,0.0,0.01,0.01,Random_Baseline
38,0.2961371839046478,0.5276734232902527,0.6354012489318848,0.20181909203529358,0.21879592537879944,0.46342992782592773,5,0.0,0.01,0.01,Random_Baseline
39,0.4274693429470062,0.6556688547134399,0.7316117286682129,0.2977834641933441,0.26263970136642456,0.5455525517463684,5,0.0,0.01,0.01,Random_Baseline
40,0.43759655952453613,0.6717424988746643,0.7094691395759583,0.22389522194862366,0.2676315903663635,0.3702840209007263,5,0.0,0.01,0.01,Random_Baseline
41,0.34317338466644287,0.6222977042198181,0.7022678852081299,0.13883604109287262,0.17438849806785583,0.29195457696914673,5,0.0,0.01,0.01,Random_Baseline
42,0.3282056748867035,0.29892534017562866,0.700664758682251,0.12531442940235138,0.09360264986753464,0.30058711767196655,5,0.0,0.01,0.01,Random_Baseline
43,0.4309489130973816,0.8370212316513062,0.8964477777481079,0.2721279561519623,0.27790263295173645,0.5588871240615845,5,0.0,0.01,0.01,Random_Baseline
44,0.4319938123226166,0.3446310758590698,0.8216987252235413,0.20837530493736267,0.10921938717365265,0.42668062448501587,5,0.0,0.01,0.01,Random_Baseline
45,0.4689571261405945,0.31974858045578003,0.8983051776885986,0.21560001373291016,0.16137924790382385,0.42725497484207153,5,0.0,0.01,0.01,Random_Baseline
46,0.4203360974788666,0.3318522274494171,0.9199262857437134,0.28902095556259155,0.20803150534629822,0.5803074240684509,5,0.0,0.01,0.01,Random_Baseline
47,0.14578258991241455,0.37502777576446533,0.49763408303260803,0.07712643593549728,0.10001816600561142,0.2589450776576996,5,0.0,0.01,0.01,Random_Baseline
48,0.622486412525177,0.6697793006896973,0.9262275099754333,0.3867202401161194,0.3553251326084137,0.5932923555374146,5,0.0,0.01,0.01,Random_Baseline
49,0.597433865070343,0.7805647253990173,0.8762385845184326,0.30082035064697266,0.44132131338119507,0.5691038966178894,5,0.0,0.01,0.01,Random_Baseline
50,0.5521306991577148,0.34999680519104004,0.7951387166976929,0.2701217532157898,0.24163059890270233,0.47368454933166504,5,0.0,0.01,0.01,Random_Baseline
51,0.5830732583999634,0.8218611478805542,0.9260467290878296,0.41158828139305115,0.45257043838500977,0.7331610321998596,5,0.0,0.01,0.01,Random_Baseline
52,0.44566792249679565,0.5468193888664246,0.8609811663627625,0.27492329478263855,0.3316124379634857,0.6223836541175842,5,0.0,0.01,0.01,Random_Baseline
53,0.4277609884738922,0.2754611372947693,0.7080724239349365,0.18754199147224426,0.1154026985168457,0.38760504126548767,5,0.0,0.01,0.01,Random_Baseline
54,0.5553845763206482,0.3703000247478485,0.9244794249534607,0.312136173248291,0.17570380866527557,0.5748150944709778,5,0.0,0.01,0.01,Random_Baseline
55,0.4257936179637909,0.6843533515930176,0.7223808765411377,0.3375270962715149,0.42655283212661743,0.6350197196006775,5,0.0,0.01,0.01,Random_Baseline
56,0.4017793536186218,0.5122469067573547,0.7837522029876709,0.22175221145153046,0.24953226745128632,0.4168511927127838,5,0.0,0.01,0.01,Random_Baseline
57,0.33102187514305115,0.39448046684265137,0.6996747255325317,0.10583458840847015,0.12833675742149353,0.22094693779945374,5,0.0,0.01,0.01,Random_Baseline
58,0.29634371399879456,0.22257070243358612,0.4533354640007019,0.11454875767230988,0.08244332671165466,0.18898703157901764,5,0.0,0.01,0.01,Random_Baseline
59,0.4753570854663849,0.6038916707038879,0.7744246125221252,0.34659337997436523,0.4132618308067322,0.6217324137687683,5,0.0,0.01,0.01,Random_Baseline
60,0.2325258105993271,0.5387113094329834,0.5387113094329834,0.09387006610631943,0.16751600801944733,0.21236929297447205,5,0.0,0.01,0.01,Random_Baseline
61,0.130104199051857,0.22749578952789307,0.27483069896698,0.05984321981668472,0.0718945786356926,0.1296277940273285,5,0.0,0.01,0.01,Random_Baseline
62,0.3683549761772156,0.4404202997684479,0.6730837225914001,0.2664863169193268,0.28617674112319946,0.47931790351867676,5,0.0,0.01,0.01,Random_Baseline
63,0.6828568577766418,0.7464881539344788,0.9435405135154724,0.33673998713493347,0.387158066034317,0.5631967782974243,5,0.0,0.01,0.01,Random_Baseline
64,0.33136749267578125,0.408437043428421,0.6618859767913818,0.23687000572681427,0.19304631650447845,0.43863242864608765,5,0.0,0.01,0.01,Random_Baseline
65,0.3811502158641815,0.517914891242981,0.8185553550720215,0.18308427929878235,0.21696524322032928,0.411898136138916,5,0.0,0.01,0.01,Random_Baseline
66,0.7221720218658447,0.6397343277931213,0.9011453986167908,0.3091198801994324,0.2558337152004242,0.4552864134311676,5,0.0,0.01,0.01,Random_Baseline
67,0.5774943828582764,0.7605082392692566,0.8656489849090576,0.30663034319877625,0.2869758903980255,0.5515989661216736,5,0.0,0.01,0.01,Random_Baseline
68,0.5200645327568054,0.4690389335155487,0.8829523324966431,0.22022071480751038,0.20307545363903046,0.42630109190940857,5,0.0,0.01,0.01,Random_Baseline
69,0.5061599612236023,0.5647467374801636,0.8124274015426636,0.18970783054828644,0.21131983399391174,0.38416486978530884,5,0.0,0.01,0.01,Random_Baseline
