episode,normalized_cumulative_reward,final_rewards,best_reward
77,0.6394888758659363,0.5233634114265442,0.8324881792068481
78,0.7036290168762207,0.7924275398254395,0.8801072835922241
79,0.7482507824897766,0.7747896313667297,0.8892824053764343
80,0.8035068511962891,0.9026104211807251,0.9795841574668884
81,0.7519455552101135,0.6717699766159058,0.8945324420928955
82,0.7164750695228577,0.4647010266780853,0.9418505430221558
83,0.7794962525367737,0.8285536766052246,0.9200073480606079
84,0.6485884785652161,0.7261772155761719,0.8840715885162354
85,0.7680357694625854,0.8625200986862183,0.9363406300544739
86,0.6999763250350952,0.7334738969802856,0.8260221481323242
87,0.7648305892944336,0.7227448225021362,0.965713620185852
88,0.7221425771713257,0.712685227394104,0.8513050675392151
89,0.6356481313705444,0.6544319987297058,0.8824222683906555
90,0.6470956206321716,0.7035564184188843,0.8827252388000488
91,0.7525640726089478,0.7359803318977356,0.884008526802063
92,0.6584540605545044,0.7180346250534058,0.7944689989089966
93,0.726900577545166,0.7318720817565918,0.9111228585243225
94,0.7804080247879028,0.8318966627120972,0.9492974877357483
95,0.6583832502365112,0.7360199689865112,0.8800579905509949
96,0.6824169158935547,0.8063657879829407,0.9023483991622925
97,0.7064082622528076,0.7843366861343384,0.8958917260169983
98,0.6208760142326355,0.6392322182655334,0.7915184497833252
99,0.7871319055557251,0.8406351804733276,0.9481390714645386
100,0.6781286597251892,0.7623007893562317,0.9730463624000549
101,0.5626272559165955,0.6168385744094849,0.8542845249176025
102,0.7399851083755493,0.7044863700866699,0.9368212819099426
103,0.7217499017715454,0.5691754221916199,0.8170347213745117
104,0.6648262739181519,0.6311090588569641,0.7741743922233582
105,0.8232015371322632,0.7718114852905273,0.9708357453346252
106,0.5940481424331665,0.700675368309021,0.8786322474479675
107,0.7143434286117554,0.5439674258232117,0.8894757628440857
108,0.6400612592697144,0.6620156764984131,0.8321839570999146
109,0.6496289968490601,0.7062166333198547,0.903132438659668
110,0.7054780721664429,0.6910897493362427,0.8868799805641174
111,0.7309790849685669,0.8340682983398438,0.8801321387290955
112,0.6101786494255066,0.800868034362793,0.8731755018234253
113,0.7101125717163086,0.8151882886886597,0.9086912274360657
114,0.7025278210639954,0.5417982339859009,0.9436734914779663
115,0.7170820236206055,0.7211052179336548,0.8872804641723633
116,0.6634784936904907,0.6759793162345886,0.7835837602615356
117,0.6886671185493469,0.8146039843559265,0.9322238564491272
118,0.7078027725219727,0.8080407381057739,0.864306628704071
119,0.7241437435150146,0.7684332728385925,0.9240738749504089
120,0.7527631521224976,0.6935184597969055,0.9628016352653503
121,0.31218376755714417,0.23878714442253113,0.7479517459869385
122,0.6506577730178833,0.6934457421302795,0.8017492890357971
123,0.7910128831863403,0.8093649744987488,0.8691470623016357
124,0.7391305565834045,0.802496075630188,0.9084008932113647
125,0.6443687677383423,0.7171239852905273,0.8871039152145386
126,0.7121796607971191,0.8029257655143738,0.9499760866165161
127,0.520793080329895,0.47899746894836426,0.8122170567512512
128,0.7271658182144165,0.7762743234634399,0.8406468629837036
129,0.615645706653595,0.5966669321060181,0.8525692820549011
130,0.5626741647720337,0.582777738571167,0.7371728420257568
131,0.6384856104850769,0.6767778396606445,0.8870542645454407
132,0.5035165548324585,0.3938373327255249,0.9064099192619324
133,0.7881501913070679,0.8796865344047546,0.9520400166511536
134,0.724807620048523,0.7882970571517944,0.9435466527938843
135,0.705551028251648,0.6539961099624634,0.9197784662246704
136,0.7497502565383911,0.7664686441421509,0.9016566872596741
137,0.6348124742507935,0.7115376591682434,0.895180344581604
138,0.6315901875495911,0.7008211612701416,0.8679063320159912
139,0.6683474779129028,0.71653151512146,0.823844313621521
140,0.6227349042892456,0.6092364192008972,0.7733484506607056
141,0.7041971683502197,0.594097912311554,0.9175843000411987
142,0.6383625268936157,0.7446197271347046,0.7988821864128113
143,0.6387759447097778,0.6263790726661682,0.9155449271202087
144,0.694596529006958,0.7799827456474304,0.8841090798377991
145,0.7383643388748169,0.8436956405639648,0.9397030472755432
146,0.7257345914840698,0.8305074572563171,0.9026992321014404
147,0.36403411626815796,0.39513999223709106,0.5650933384895325
148,0.6451928019523621,0.7576605677604675,0.9023316502571106
149,0.7206971645355225,0.7481717467308044,0.8682577610015869
150,0.7871829271316528,0.718461811542511,0.9483705759048462
151,0.7955374121665955,0.8146332502365112,0.9182512760162354
152,0.6873553991317749,0.6172035932540894,0.8789022564888
153,0.6024504899978638,0.6261979341506958,0.7385455965995789
154,0.8029907941818237,0.7236365079879761,0.9668377041816711
155,0.5321714878082275,0.5844645500183105,0.6365060210227966
156,0.6296812295913696,0.5473124384880066,0.8427462577819824
157,0.5990055799484253,0.6252864599227905,0.9108332991600037
158,0.7991641759872437,0.7279925346374512,0.9556960463523865
159,0.5562702417373657,0.6422869563102722,0.8949121832847595
160,0.6112915873527527,0.6596477627754211,0.8124508857727051
161,0.686120867729187,0.696395993232727,0.8811058402061462
162,0.7463539838790894,0.6868020296096802,0.9173505902290344
163,0.7370174527168274,0.7556185126304626,0.8067253232002258
164,0.8099120855331421,0.8829151391983032,0.9678865671157837
165,0.4974580705165863,0.5946744084358215,0.7637889385223389
166,0.6789372563362122,0.8239998817443848,0.9250964522361755
167,0.5907862782478333,0.6053163409233093,0.881220817565918
168,0.6708005666732788,0.5842770338058472,0.9047974944114685
169,0.6458218097686768,0.6755910515785217,0.8263688683509827
170,0.567369282245636,0.5386797189712524,0.8012508749961853
171,0.6363656520843506,0.7142785787582397,0.9167442917823792
172,0.8345863223075867,0.8506298065185547,0.9822831153869629
173,0.42239928245544434,0.5239580869674683,0.7956013083457947
174,0.6893007159233093,0.7288501858711243,0.7860848307609558
175,0.6947576999664307,0.7991207838058472,0.8876557946205139
176,0.7927781343460083,0.8083878755569458,0.8941871523857117
177,0.582558274269104,0.5685047507286072,0.7846768498420715
178,0.6342538595199585,0.7240464091300964,0.8157145380973816
179,0.7175666093826294,0.6772545576095581,0.8693774938583374
180,0.668563961982727,0.5304709672927856,0.9243358969688416
181,0.7127285599708557,0.8388811945915222,0.9653079509735107
182,0.6377385854721069,0.6451445817947388,0.8719184994697571
183,0.6943939328193665,0.7322877645492554,0.8036215305328369
184,0.705003559589386,0.6866365075111389,0.9240800142288208
185,0.7872861623764038,0.7024796605110168,0.923553466796875
186,0.7825886011123657,0.8761478662490845,0.9387461543083191
187,0.8037622570991516,0.8697788119316101,0.9656429886817932
188,0.6942507028579712,0.7994793653488159,0.9598603248596191
189,0.7614156603813171,0.6946471929550171,0.9183585047721863
190,0.7015973329544067,0.7046173214912415,0.8376901745796204
191,0.6800187230110168,0.7443689107894897,0.8145248293876648
192,0.5957366228103638,0.3689820170402527,0.8427005410194397
193,0.6540414094924927,0.7240197062492371,0.8534655570983887
194,0.8421913981437683,0.7702016830444336,0.9466382265090942
195,0.7164897918701172,0.7348467111587524,0.878963053226471
196,0.6906611919403076,0.7131330370903015,0.8482601642608643
197,0.7056509852409363,0.7189328670501709,0.8795598149299622
198,0.6690146327018738,0.5112447738647461,0.8833878636360168
199,0.7113655209541321,0.7236292362213135,0.9283632040023804
200,0.634296715259552,0.6349281072616577,0.8050488233566284
201,0.7081063389778137,0.5856763124465942,0.865953266620636
202,0.8156222105026245,0.8404561877250671,0.9242532849311829
203,0.7489228248596191,0.7608407139778137,0.938714325428009
204,0.6443468332290649,0.4536859393119812,0.92734295129776
205,0.7147741317749023,0.7786353230476379,0.8779556751251221
206,0.6177387833595276,0.6499432325363159,0.7043835520744324
207,0.5911738872528076,0.5273059010505676,0.842100203037262
208,0.7353153228759766,0.7052809596061707,0.9709838032722473
209,0.6991257667541504,0.6920871734619141,0.8968483805656433
210,0.712078332901001,0.7374528050422668,0.8441771864891052
211,0.5463618040084839,0.5157592296600342,0.7551723122596741
212,0.6878622770309448,0.7749536633491516,0.9067808985710144
213,0.7345594167709351,0.7884429097175598,0.8960534930229187
214,0.6372348070144653,0.6910743713378906,0.857016921043396
215,0.778161883354187,0.4915533661842346,0.9241459965705872
216,0.6633073687553406,0.5464243292808533,0.9224014282226562
217,0.6835261583328247,0.7220827341079712,0.8408358693122864
218,0.6655556559562683,0.737504780292511,0.9149760007858276
219,0.7038289904594421,0.7002251744270325,0.8601771593093872
220,0.7083281874656677,0.6888343095779419,0.9399986863136292
221,0.7090026140213013,0.652239978313446,0.8136131167411804
222,0.7015346884727478,0.6957494616508484,0.7980285882949829
223,0.7591697573661804,0.7839952707290649,0.9425762891769409
224,0.6493364572525024,0.546312689781189,0.7572864294052124
225,0.57042396068573,0.5516843199729919,0.886407732963562
226,0.6448609232902527,0.6740104556083679,0.8801920413970947
227,0.7687689661979675,0.6428307294845581,0.87787926197052
228,0.5339833498001099,0.5521233677864075,0.8996792435646057
229,0.7488495707511902,0.5889691114425659,0.9204133749008179
230,0.6505328416824341,0.73095703125,0.8074253797531128
231,0.6523507833480835,0.7153175473213196,0.8869643211364746
232,0.8179583549499512,0.8701964616775513,0.9724419116973877
233,0.7847718000411987,0.6864888072013855,0.9619266390800476
234,0.6306711435317993,0.5406022667884827,0.8061119914054871
235,0.6071066856384277,0.3011566698551178,0.7316742539405823
236,0.6111640930175781,0.5803247690200806,0.8221995830535889
237,0.557341456413269,0.5539511442184448,0.9707631468772888
238,0.7644776105880737,0.6258638501167297,0.9168223142623901
239,0.6557592153549194,0.4498823583126068,0.9634034633636475
240,0.620989978313446,0.7044668793678284,0.9286399483680725
241,0.8214327096939087,0.8732863664627075,0.9275099635124207
242,0.6093549728393555,0.6182394027709961,0.7428603172302246
243,0.7445064783096313,0.8444370031356812,0.9197638034820557
244,0.7283992171287537,0.6971176862716675,0.8762471079826355
245,0.7515603303909302,0.3944850564002991,0.910037636756897
246,0.7432799935340881,0.747797429561615,0.932026207447052
247,0.35692206025123596,0.391160786151886,0.47380146384239197
248,0.6396740674972534,0.7394534349441528,0.8367274403572083
249,0.6383314728736877,0.734183669090271,0.9162991046905518
250,0.8347813487052917,0.7151895761489868,0.9795454740524292
251,0.6364717483520508,0.624508798122406,0.8057412505149841
252,0.6670634150505066,0.8362701535224915,0.9395994544029236
253,0.7297722101211548,0.7826195955276489,0.9282870888710022
254,0.6778708696365356,0.7059657573699951,0.8870682716369629
255,0.7479578256607056,0.8263320922851562,0.9268090128898621
256,0.6151870489120483,0.6686813235282898,0.9262664318084717
257,0.5514354705810547,0.6478274464607239,0.7377966642379761
258,0.6789950132369995,0.7680759429931641,0.8967833518981934
259,0.7176350355148315,0.7732315063476562,0.8401594758033752
260,0.63051837682724,0.6763323545455933,0.7892941236495972
261,0.7777456045150757,0.8328639268875122,0.8715671300888062
262,0.685813844203949,0.7136207222938538,0.88080233335495
263,0.8078418970108032,0.7591124773025513,0.9128844141960144
264,0.7427359819412231,0.6486656665802002,0.8972742557525635
265,0.8620458841323853,0.8361269235610962,0.9640481472015381
266,0.776975154876709,0.8111242055892944,0.8826057314872742
267,0.7659463882446289,0.8601176142692566,0.941649854183197
268,0.7322911024093628,0.6697359085083008,0.9569360613822937
269,0.636102557182312,0.6646937131881714,0.8183501362800598
270,0.6225650310516357,0.5606437921524048,0.8604449033737183
271,0.7462474703788757,0.7329403162002563,0.8793829679489136
272,0.7862114310264587,0.7998055219650269,0.9627915024757385
273,0.5583205223083496,0.4668091833591461,0.8591453433036804
274,0.6938208937644958,0.7100640535354614,0.8676084280014038
275,0.8399345278739929,0.8409252166748047,0.9246017336845398
276,0.6018010377883911,0.6469564437866211,0.8761836886405945
277,0.575285792350769,0.6639306545257568,0.8147037029266357
278,0.7126049995422363,0.7677483558654785,0.9429347515106201
279,0.5731167793273926,0.7213876843452454,0.8759996891021729
280,0.7061014771461487,0.5531414747238159,0.9466788172721863
281,0.6756048202514648,0.6882488131523132,0.832382082939148
282,0.6856730580329895,0.691788911819458,0.9027571678161621
283,0.8375192880630493,0.9010829925537109,0.9504114985466003
284,0.5593605041503906,0.731468915939331,0.845588207244873
285,0.7961359024047852,0.7847226858139038,0.9428964853286743
286,0.7493172287940979,0.7193415760993958,0.8511117696762085
287,0.6068912744522095,0.5535817742347717,0.8293975591659546
288,0.7400434613227844,0.877761960029602,0.9341312050819397
289,0.8244638442993164,0.9104658365249634,0.960773229598999
290,0.638510525226593,0.6207090616226196,0.9223766922950745
291,0.7107865214347839,0.523023784160614,0.8972208499908447
292,0.5772721171379089,0.633394718170166,0.8502597808837891
293,0.5666184425354004,0.5781024098396301,0.8207972049713135
294,0.6879425048828125,0.7318629622459412,0.9567580223083496
295,0.6855228543281555,0.7876786589622498,0.8329512476921082
296,0.7497459053993225,0.7884459495544434,0.9181728363037109
297,0.8086698651313782,0.8788849115371704,0.9717538952827454
298,0.6619243621826172,0.7951390147209167,0.8947489261627197
299,0.70820152759552,0.7700201869010925,0.9302886724472046
300,0.720201849937439,0.7869825959205627,0.8522253632545471
301,0.5796016454696655,0.6550328135490417,0.7176792025566101
302,0.7809585332870483,0.8280794024467468,0.8797730803489685
303,0.7793568968772888,0.8537579774856567,0.9568085670471191
304,0.6697145700454712,0.590717077255249,0.8995350003242493
305,0.6901553273200989,0.7408539652824402,0.8603385090827942
306,0.616218090057373,0.6610654592514038,0.8012807965278625
307,0.7861597537994385,0.8240378499031067,0.9143581986427307
308,0.5636959671974182,0.6384968161582947,0.8877527117729187
309,0.7230249047279358,0.7483417987823486,0.8248363137245178
310,0.7319669127464294,0.7747858762741089,0.8744544982910156
311,0.5913103222846985,0.7763673067092896,0.8524028062820435
312,0.46747785806655884,0.5739695429801941,0.7248066663742065
313,0.7009748220443726,0.7209659218788147,0.7841926217079163
314,0.6215647459030151,0.5980533957481384,0.9175181984901428
315,0.6258125305175781,0.5787724852561951,0.8435370922088623
316,0.903363049030304,0.9386235475540161,0.9780259132385254
317,0.7092757821083069,0.7743900418281555,0.9249238967895508
318,0.7010685205459595,0.7390060424804688,0.8253430128097534
319,0.6892021894454956,0.7533373832702637,0.9491265416145325
320,0.7341830134391785,0.7734900712966919,0.9216219782829285
321,0.6310631036758423,0.6330932974815369,0.8457199931144714
322,0.8416539430618286,0.8747849464416504,0.9483676552772522
323,0.68207186460495,0.7719659805297852,0.8627809882164001
324,0.38183802366256714,0.389091432094574,0.8798453211784363
325,0.6437135934829712,0.7726693749427795,0.820048987865448
326,0.5172476768493652,0.5497639179229736,0.88218092918396
327,0.8285625576972961,0.812842845916748,0.9857985377311707
328,0.6499844789505005,0.682079553604126,0.9166966676712036
329,0.702835738658905,0.7337940335273743,0.9270384907722473
330,0.7328578233718872,0.6524704098701477,0.8782685399055481
331,0.5782738924026489,0.5526695251464844,0.782744824886322
332,0.7726460695266724,0.7314128875732422,0.8964812159538269
333,0.7357418537139893,0.6975265741348267,0.9120768308639526
334,0.5934917330741882,0.6399642825126648,0.8851900696754456
335,0.4918956160545349,0.43604010343551636,0.6855707764625549
336,0.6504645347595215,0.63019198179245,0.8437064290046692
337,0.7591050863265991,0.7052052021026611,0.9152340292930603
338,0.7682299613952637,0.8693858981132507,0.9325296878814697
339,0.721470832824707,0.7450970411300659,0.8932417035102844
340,0.6515284180641174,0.6126357316970825,0.8579122424125671
341,0.6032290458679199,0.5785078406333923,0.7821075916290283
342,0.5945900678634644,0.461315393447876,0.8238276243209839
343,0.6013403534889221,0.6456130146980286,0.7371215224266052
344,0.6356701850891113,0.6453372836112976,0.7759854793548584
345,0.7041357159614563,0.3459247946739197,0.8945608735084534
346,0.8270736932754517,0.8879655599594116,0.9552784562110901
347,0.7339159250259399,0.7488709688186646,0.8410638570785522
348,0.7456292510032654,0.8253158330917358,0.9148259162902832
349,0.5599548816680908,0.61643385887146,0.8368077278137207
350,0.5824978947639465,0.6488161087036133,0.7964707016944885
351,0.7210665941238403,0.8145315051078796,0.8690367341041565
352,0.7573128938674927,0.6417495012283325,0.9484242796897888
353,0.6874384880065918,0.5911738872528076,0.9497929811477661
354,0.5603352785110474,0.5909464955329895,0.7956012487411499
355,0.7331449389457703,0.8449807167053223,0.9402227997779846
356,0.7498288154602051,0.7396827936172485,0.9404319524765015
357,0.7635728120803833,0.7613794803619385,0.8788765072822571
358,0.5816532969474792,0.4939345419406891,0.8120114207267761
359,0.6389033198356628,0.6471264362335205,0.8421461582183838
360,0.623047947883606,0.7745481729507446,0.8585196733474731
361,0.5673792362213135,0.5146177411079407,0.8730503916740417
362,0.6909141540527344,0.7797267436981201,0.8754271268844604
363,0.8076561093330383,0.8426556587219238,0.9411415457725525
364,0.7588397264480591,0.7670613527297974,0.8738505840301514
365,0.7826021313667297,0.8090428113937378,0.8912272453308105
366,0.6366448402404785,0.8168758153915405,0.903070330619812
367,0.6846078634262085,0.6912687420845032,0.8472169637680054
368,0.6093589067459106,0.6750020980834961,0.8857167363166809
369,0.6990352272987366,0.6281393766403198,0.8501811623573303
370,0.701440691947937,0.7272941470146179,0.8862318396568298
371,0.7469794154167175,0.8340895771980286,0.9368321895599365
372,0.6075684428215027,0.6290993690490723,0.8184401988983154
373,0.6957542300224304,0.6995202898979187,0.8152885437011719
374,0.7034538984298706,0.694665789604187,0.9211552739143372
375,0.6435188055038452,0.5974882245063782,0.9343339800834656
376,0.6648755669593811,0.7362420558929443,0.8741894364356995
377,0.7297561168670654,0.80683434009552,0.89792799949646
378,0.631676197052002,0.7006936073303223,0.7689088582992554
379,0.8029583692550659,0.8783582448959351,0.942346453666687
380,0.6750152707099915,0.7406072616577148,0.8334742188453674
381,0.7518959045410156,0.6715754866600037,0.9258900880813599
382,0.5992951393127441,0.5554222464561462,0.8559151291847229
383,0.7510372400283813,0.7475206851959229,0.9551301002502441
384,0.7237340807914734,0.7679400444030762,0.847267210483551
385,0.7058395743370056,0.7630649209022522,0.8248972296714783
386,0.6889832615852356,0.7614577412605286,0.822694718837738
387,0.7488666772842407,0.6923950910568237,0.8578687906265259
388,0.680308997631073,0.7241004109382629,0.9373536109924316
389,0.6651720404624939,0.6537526845932007,0.8720220923423767
390,0.44947201013565063,0.550665020942688,0.770768404006958
391,0.6936900019645691,0.7933369874954224,0.9139845967292786
392,0.6697368025779724,0.7553218007087708,0.903935432434082
393,0.7990188598632812,0.851301372051239,0.9148648381233215
394,0.7465751767158508,0.8283950090408325,0.9138887524604797
395,0.6388948559761047,0.6068402528762817,0.8522258400917053
396,0.6398506164550781,0.6381601691246033,0.8060775995254517
397,0.6339983940124512,0.6493484377861023,0.8243638277053833
398,0.6200925707817078,0.4446789622306824,0.8755955696105957
399,0.7065747976303101,0.7679007649421692,0.9068877696990967
400,0.6599053144454956,0.5749824047088623,0.9476603269577026
401,0.7026971578598022,0.7089961767196655,0.9087409973144531
402,0.49179893732070923,0.4001760482788086,0.8945435285568237
403,0.7518717050552368,0.35906004905700684,0.9295781254768372
404,0.7272268533706665,0.5945003628730774,0.916131317615509
405,0.7260106205940247,0.6511017680168152,0.8580098152160645
406,0.7085390090942383,0.721997082233429,0.9592797756195068
407,0.7012506723403931,0.7380369901657104,0.8950087428092957
408,0.5769041180610657,0.641200065612793,0.7813051342964172
409,0.6022284030914307,0.5295184254646301,0.9283697605133057
410,0.6691367030143738,0.6603494882583618,0.9025888442993164
411,0.7576102614402771,0.831917405128479,0.9447929859161377
412,0.7898243069648743,0.8776088953018188,0.9300196170806885
413,0.8804159164428711,0.9247665405273438,0.9597192406654358
414,0.6574064493179321,0.7621294260025024,0.8630337715148926
415,0.5976516008377075,0.6899504065513611,0.8870450258255005
416,0.7132911682128906,0.643843412399292,0.8635780811309814
417,0.5938476920127869,0.6134552359580994,0.836766242980957
418,0.761142373085022,0.7902299761772156,0.8727552890777588
419,0.6759486794471741,0.5844681859016418,0.8625079393386841
420,0.5204073190689087,0.5296042561531067,0.9120837450027466
421,0.7821813821792603,0.7604552507400513,0.9452269673347473
422,0.6412425637245178,0.6986518502235413,0.8630689382553101
423,0.5271981954574585,0.6085378527641296,0.7871314883232117
424,0.5777462720870972,0.5971827507019043,0.7490943074226379
425,0.7301479578018188,0.7835787534713745,0.9188786149024963
426,0.80414879322052,0.7502071261405945,0.9243535995483398
427,0.7355383634567261,0.760182797908783,0.8391013741493225
428,0.6605417728424072,0.5863736867904663,0.9330906271934509
429,0.7438443899154663,0.8401787877082825,0.8792791366577148
430,0.7642003297805786,0.838499903678894,0.91569584608078
431,0.5075682997703552,0.5069750547409058,0.897205650806427
432,0.628469705581665,0.6832582354545593,0.799768328666687
433,0.5629555583000183,0.6184889674186707,0.6736345887184143
434,0.7836095094680786,0.7703992128372192,0.9204097390174866
435,0.6793721318244934,0.6990132927894592,0.8261902332305908
436,0.643591046333313,0.6259358525276184,0.7437989115715027
437,0.7068644165992737,0.6248613595962524,0.8939732909202576
438,0.5739468336105347,0.5858156085014343,0.8446821570396423
439,0.7068217992782593,0.5655466318130493,0.9101263880729675
440,0.5164154171943665,0.5662533044815063,0.8930298686027527
441,0.6178430318832397,0.6417278051376343,0.8238509893417358
442,0.647362232208252,0.6771496534347534,0.8710421323776245
443,0.7197328805923462,0.8233175277709961,0.9033078551292419
444,0.8292374610900879,0.9034512639045715,0.9602290987968445
445,0.6539980173110962,0.6700872182846069,0.9440832734107971
446,0.7054091691970825,0.7815784215927124,0.8351937532424927
447,0.7948405146598816,0.9000946283340454,0.9694862961769104
448,0.6992653608322144,0.7874906659126282,0.8832412362098694
449,0.7967210412025452,0.8524505496025085,0.9137362241744995
450,0.7055363655090332,0.7578056454658508,0.885174036026001
451,0.7566618323326111,0.8760040402412415,0.9702153205871582
452,0.7104914784431458,0.6944634318351746,0.9635292887687683
453,0.6544504761695862,0.7065627574920654,0.7607446312904358
454,0.6741424798965454,0.543230414390564,0.8766797780990601
455,0.6505273580551147,0.6688793897628784,0.8153315782546997
456,0.5962454676628113,0.6639628410339355,0.8468037843704224
457,0.5753570795059204,0.5795494914054871,0.8566575050354004
458,0.7611916661262512,0.7646151781082153,0.9138489365577698
459,0.7859797477722168,0.8822843432426453,0.9724394083023071
460,0.6644790172576904,0.7185252904891968,0.9010688662528992
461,0.7492014169692993,0.7620899081230164,0.933651328086853
462,0.6668170690536499,0.44173794984817505,0.8489006161689758
463,0.7673088908195496,0.7798845171928406,0.9057852029800415
464,0.7393580675125122,0.840610146522522,0.9704383611679077
465,0.8327373266220093,0.8601657748222351,0.9640446901321411
466,0.7193204760551453,0.8313331604003906,0.9518271088600159
467,0.5586234331130981,0.543929934501648,0.8172995448112488
468,0.6462270021438599,0.6954487562179565,0.8869344592094421
469,0.7558633685112,0.7819758653640747,0.8709063529968262
470,0.4941808581352234,0.4955694079399109,0.7708561420440674
471,0.7220138311386108,0.7085970044136047,0.913737952709198
472,0.7752392888069153,0.738817572593689,0.9641222953796387
473,0.8152340650558472,0.7988122701644897,0.9470255970954895
474,0.7130495309829712,0.7639874815940857,0.9559619426727295
475,0.7476187944412231,0.8129627108573914,0.9297841191291809
476,0.6509254574775696,0.6811408996582031,0.8988007307052612
477,0.6067585349082947,0.6441666483879089,0.7550588846206665
478,0.6440750956535339,0.5487610697746277,0.8222514390945435
479,0.7715056538581848,0.7234541177749634,0.932590901851654
480,0.7536489367485046,0.7096387147903442,0.9594791531562805
481,0.7160288095474243,0.763767421245575,0.8960354924201965
482,0.7319652438163757,0.8066328167915344,0.8682494759559631
483,0.5740126967430115,0.627288818359375,0.6802429556846619
484,0.6859070062637329,0.7367952466011047,0.8900525569915771
485,0.7333600521087646,0.3960208296775818,0.9403942823410034
