episode,normalized_cumulative_reward,final_rewards,best_reward,n_agents,comm_radius,movement_noise,sample_noise,model
47,0.47709861397743225,0.6159697771072388,0.694831371307373,5,0.0,0.01,0.01,Best_RL
48,0.488783061504364,0.526293158531189,0.7058982849121094,5,0.0,0.01,0.01,Best_RL
49,0.5160647630691528,0.5316990613937378,0.7455349564552307,5,0.0,0.01,0.01,Best_RL
50,0.4568285048007965,0.48732656240463257,0.6002848148345947,5,0.0,0.01,0.01,Best_RL
51,0.2841704189777374,0.3222629129886627,0.6103857159614563,5,0.0,0.01,0.01,Best_RL
52,0.5397053956985474,0.5704706907272339,0.8301529884338379,5,0.0,0.01,0.01,Best_RL
53,0.5086638331413269,0.5509568452835083,0.8946682214736938,5,0.0,0.01,0.01,Best_RL
54,0.6919137239456177,0.7104517221450806,0.9655818939208984,5,0.0,0.01,0.01,Best_RL
55,0.5241164565086365,0.5472952723503113,0.9318304657936096,5,0.0,0.01,0.01,Best_RL
56,0.7045196294784546,0.7192625403404236,0.8543118238449097,5,0.0,0.01,0.01,Best_RL
57,0.530109703540802,0.5763661861419678,0.8273465037345886,5,0.0,0.01,0.01,Best_RL
58,0.40484827756881714,0.42757925391197205,0.7424041032791138,5,0.0,0.01,0.01,Best_RL
59,0.5754002928733826,0.5906730890274048,0.8334454894065857,5,0.0,0.01,0.01,Best_RL
60,0.49408769607543945,0.5596209168434143,0.7526130676269531,5,0.0,0.01,0.01,Best_RL
61,0.5208948254585266,0.6061518788337708,0.7605162858963013,5,0.0,0.01,0.01,Best_RL
62,0.5169464349746704,0.5796623229980469,0.8279367089271545,5,0.0,0.01,0.01,Best_RL
63,0.6995490789413452,0.7321134805679321,0.8719727396965027,5,0.0,0.01,0.01,Best_RL
64,0.4966770112514496,0.5298994779586792,0.81414794921875,5,0.0,0.01,0.01,Best_RL
65,0.6660705804824829,0.6793325543403625,0.9020298719406128,5,0.0,0.01,0.01,Best_RL
66,0.32829776406288147,0.35863375663757324,0.739879846572876,5,0.0,0.01,0.01,Best_RL
67,0.6385126113891602,0.6702829599380493,0.9486781358718872,5,0.0,0.01,0.01,Best_RL
68,0.4579100012779236,0.49496206641197205,0.7154008150100708,5,0.0,0.01,0.01,Best_RL
69,0.6012551784515381,0.6238631010055542,0.8263762593269348,5,0.0,0.01,0.01,Best_RL
70,0.5690093636512756,0.5826230645179749,0.9091333746910095,5,0.0,0.01,0.01,Best_RL
71,0.556789755821228,0.5755916833877563,0.8205998539924622,5,0.0,0.01,0.01,Best_RL
72,0.39652782678604126,0.43839192390441895,0.7317861914634705,5,0.0,0.01,0.01,Best_RL
73,0.45784053206443787,0.49470028281211853,0.8697867393493652,5,0.0,0.01,0.01,Best_RL
74,0.6715895533561707,0.6840265989303589,0.8286470770835876,5,0.0,0.01,0.01,Best_RL
75,0.4674654006958008,0.5179513692855835,0.7643241882324219,5,0.0,0.01,0.01,Best_RL
76,0.5263477563858032,0.558832049369812,0.8956597447395325,5,0.0,0.01,0.01,Best_RL
77,0.6421088576316833,0.669426679611206,0.9501534104347229,5,0.0,0.01,0.01,Best_RL
78,0.5618666410446167,0.5864617824554443,0.9124622941017151,5,0.0,0.01,0.01,Best_RL
79,0.16444885730743408,0.17402827739715576,0.3829500675201416,5,0.0,0.01,0.01,Best_RL
80,0.48510056734085083,0.5083603262901306,0.7765631079673767,5,0.0,0.01,0.01,Best_RL
81,0.5800641775131226,0.5994945764541626,0.8348862528800964,5,0.0,0.01,0.01,Best_RL
82,0.6676650643348694,0.6805734634399414,0.8511190414428711,5,0.0,0.01,0.01,Best_RL
83,0.5949786901473999,0.6070950627326965,0.9235016703605652,5,0.0,0.01,0.01,Best_RL
84,0.2647319436073303,0.2815309166908264,0.672562837600708,5,0.0,0.01,0.01,Best_RL
85,0.42415112257003784,0.4333686828613281,0.7403373122215271,5,0.0,0.01,0.01,Best_RL
86,0.7588752508163452,0.7896829843521118,0.9640703201293945,5,0.0,0.01,0.01,Best_RL
87,0.659609854221344,0.6865922808647156,0.8571376204490662,5,0.0,0.01,0.01,Best_RL
88,0.44953569769859314,0.47012704610824585,0.7076091766357422,5,0.0,0.01,0.01,Best_RL
89,0.7100566029548645,0.7334902882575989,0.9160022139549255,5,0.0,0.01,0.01,Best_RL
90,0.6388964056968689,0.6698313355445862,0.8847439289093018,5,0.0,0.01,0.01,Best_RL
91,0.5108022093772888,0.5189223289489746,0.8260003328323364,5,0.0,0.01,0.01,Best_RL
92,0.6248177289962769,0.6476608514785767,0.9180954098701477,5,0.0,0.01,0.01,Best_RL
93,0.6298621296882629,0.6678258180618286,0.8643086552619934,5,0.0,0.01,0.01,Best_RL
94,0.5864604115486145,0.6758986711502075,0.9883522987365723,5,0.0,0.01,0.01,Best_RL
95,0.6031359434127808,0.6207209825515747,0.8462883830070496,5,0.0,0.01,0.01,Best_RL
96,0.4096399247646332,0.4261476397514343,0.7634128332138062,5,0.0,0.01,0.01,Best_RL
97,0.5602948665618896,0.5812399387359619,0.8724676370620728,5,0.0,0.01,0.01,Best_RL
98,0.6174091100692749,0.6365912556648254,0.7959712743759155,5,0.0,0.01,0.01,Best_RL
99,0.43319839239120483,0.4674600660800934,0.6718935370445251,5,0.0,0.01,0.01,Best_RL
0,0.6545063853263855,0.6909568905830383,0.9128881096839905,5,0.0,0.01,0.05,Best_RL
1,0.6049491167068481,0.6792196035385132,0.8676928877830505,5,0.0,0.01,0.05,Best_RL
2,0.5594344735145569,0.590544581413269,0.8003003597259521,5,0.0,0.01,0.05,Best_RL
3,0.3770154118537903,0.4481610357761383,0.6169283986091614,5,0.0,0.01,0.05,Best_RL
4,0.43422526121139526,0.45142579078674316,0.9060013890266418,5,0.0,0.01,0.05,Best_RL
5,0.6691924333572388,0.7121028900146484,0.9656211137771606,5,0.0,0.01,0.05,Best_RL
6,0.363768070936203,0.38459905982017517,0.5847404599189758,5,0.0,0.01,0.05,Best_RL
7,0.700768768787384,0.7162534594535828,0.9403814077377319,5,0.0,0.01,0.05,Best_RL
8,0.45879215002059937,0.5500218272209167,0.9391462206840515,5,0.0,0.01,0.05,Best_RL
9,0.7163758277893066,0.7495859861373901,0.8809121251106262,5,0.0,0.01,0.05,Best_RL
10,0.5932074189186096,0.6072840690612793,0.7178472876548767,5,0.0,0.01,0.05,Best_RL
11,0.40104299783706665,0.4051523804664612,0.8261094689369202,5,0.0,0.01,0.05,Best_RL
12,0.6946021318435669,0.7541220784187317,0.8618102073669434,5,0.0,0.01,0.05,Best_RL
13,0.4485546946525574,0.4892222285270691,0.6161547303199768,5,0.0,0.01,0.05,Best_RL
14,0.5601998567581177,0.5896463394165039,0.7691293358802795,5,0.0,0.01,0.05,Best_RL
15,0.7968508005142212,0.8266013860702515,0.9141631126403809,5,0.0,0.01,0.05,Best_RL
16,0.5398756861686707,0.5644105672836304,0.8838091492652893,5,0.0,0.01,0.05,Best_RL
17,0.6586468815803528,0.7430680990219116,0.9479111433029175,5,0.0,0.01,0.05,Best_RL
18,0.4077194631099701,0.43428459763526917,0.9470290541648865,5,0.0,0.01,0.05,Best_RL
19,0.5153467059135437,0.5282602310180664,0.7246193885803223,5,0.0,0.01,0.05,Best_RL
20,0.48527008295059204,0.4925515651702881,0.7538323402404785,5,0.0,0.01,0.05,Best_RL
21,0.7778869867324829,0.7928439974784851,0.89865642786026,5,0.0,0.01,0.05,Best_RL
22,0.5457538366317749,0.6228219866752625,0.7769708633422852,5,0.0,0.01,0.05,Best_RL
23,0.6191638708114624,0.6475611329078674,0.7700755000114441,5,0.0,0.01,0.05,Best_RL
24,0.4256870746612549,0.46802669763565063,0.7837215065956116,5,0.0,0.01,0.05,Best_RL
25,0.4164120554924011,0.4694886803627014,0.8719163537025452,5,0.0,0.01,0.05,Best_RL
26,0.5851870775222778,0.6224344968795776,0.8727366328239441,5,0.0,0.01,0.05,Best_RL
27,0.6787852048873901,0.6895549893379211,0.9117704629898071,5,0.0,0.01,0.05,Best_RL
28,0.5805358290672302,0.6079980134963989,0.9033706188201904,5,0.0,0.01,0.05,Best_RL
29,0.39843741059303284,0.40642961859703064,0.7454497218132019,5,0.0,0.01,0.05,Best_RL
30,0.46391844749450684,0.5604771375656128,0.6036103963851929,5,0.0,0.01,0.05,Best_RL
31,0.3407856225967407,0.37213248014450073,0.5514072775840759,5,0.0,0.01,0.05,Best_RL
32,0.3921360373497009,0.4117276072502136,0.8231084942817688,5,0.0,0.01,0.05,Best_RL
33,0.4996935725212097,0.5251176953315735,0.8387491106987,5,0.0,0.01,0.05,Best_RL
34,0.5940667986869812,0.606988251209259,0.8557911515235901,5,0.0,0.01,0.05,Best_RL
35,0.7355384826660156,0.7619763016700745,0.9332826137542725,5,0.0,0.01,0.05,Best_RL
36,0.5833027362823486,0.6162034273147583,0.8470628261566162,5,0.0,0.01,0.05,Best_RL
37,0.4624687731266022,0.4912489056587219,0.6625087857246399,5,0.0,0.01,0.05,Best_RL
38,0.2061595618724823,0.25669580698013306,0.47487980127334595,5,0.0,0.01,0.05,Best_RL
39,0.5576735138893127,0.5974981188774109,0.9565328359603882,5,0.0,0.01,0.05,Best_RL
40,0.7248998284339905,0.76465904712677,0.8801879286766052,5,0.0,0.01,0.05,Best_RL
41,0.4920040965080261,0.5220159292221069,0.8868820667266846,5,0.0,0.01,0.05,Best_RL
42,0.6190377473831177,0.6330209970474243,0.8858267068862915,5,0.0,0.01,0.05,Best_RL
43,0.33105212450027466,0.3560348153114319,0.7797223329544067,5,0.0,0.01,0.05,Best_RL
44,0.4455687999725342,0.4604092240333557,0.6295344233512878,5,0.0,0.01,0.05,Best_RL
45,0.593563437461853,0.5905168652534485,0.7757912874221802,5,0.0,0.01,0.05,Best_RL
46,0.630632758140564,0.7276484370231628,0.9209080934524536,5,0.0,0.01,0.05,Best_RL
47,0.4710429310798645,0.4694899618625641,0.8693775534629822,5,0.0,0.01,0.05,Best_RL
48,0.4679146409034729,0.51474928855896,0.786348819732666,5,0.0,0.01,0.05,Best_RL
49,0.5335030555725098,0.5440074801445007,0.9184994697570801,5,0.0,0.01,0.05,Best_RL
50,0.4487029016017914,0.43701809644699097,0.7427031993865967,5,0.0,0.01,0.05,Best_RL
51,0.382360577583313,0.38737231492996216,0.6615918874740601,5,0.0,0.01,0.05,Best_RL
52,0.1780470907688141,0.1988772749900818,0.4186974763870239,5,0.0,0.01,0.05,Best_RL
53,0.5459181666374207,0.5747033357620239,0.8302419781684875,5,0.0,0.01,0.05,Best_RL
54,0.31448274850845337,0.31234756112098694,0.5061900615692139,5,0.0,0.01,0.05,Best_RL
55,0.5987023115158081,0.663183331489563,0.7749989032745361,5,0.0,0.01,0.05,Best_RL
56,0.4408954977989197,0.4655199646949768,0.7026812434196472,5,0.0,0.01,0.05,Best_RL
57,0.5278072953224182,0.5683295130729675,0.8302165269851685,5,0.0,0.01,0.05,Best_RL
58,0.4411797523498535,0.4754721224308014,0.9407587051391602,5,0.0,0.01,0.05,Best_RL
59,0.39525142312049866,0.42475825548171997,0.558288037776947,5,0.0,0.01,0.05,Best_RL
60,0.30035194754600525,0.31634727120399475,0.7863597869873047,5,0.0,0.01,0.05,Best_RL
61,0.4794648587703705,0.46770644187927246,0.6600637435913086,5,0.0,0.01,0.05,Best_RL
62,0.6469827890396118,0.6725660562515259,0.9107754230499268,5,0.0,0.01,0.05,Best_RL
63,0.6936864256858826,0.7121122479438782,0.8854056000709534,5,0.0,0.01,0.05,Best_RL
64,0.5416742563247681,0.5576716065406799,0.8886839747428894,5,0.0,0.01,0.05,Best_RL
65,0.7344701290130615,0.7502130270004272,0.8794995546340942,5,0.0,0.01,0.05,Best_RL
66,0.36701497435569763,0.3818151354789734,0.5065966248512268,5,0.0,0.01,0.05,Best_RL
67,0.6645307540893555,0.6975280046463013,0.8564008474349976,5,0.0,0.01,0.05,Best_RL
68,0.6258677244186401,0.6697584986686707,0.7981833815574646,5,0.0,0.01,0.05,Best_RL
69,0.7538160085678101,0.7631688117980957,0.8745062351226807,5,0.0,0.01,0.05,Best_RL
70,0.1759330779314041,0.21539263427257538,0.31292489171028137,5,0.0,0.01,0.05,Best_RL
71,0.5062040686607361,0.5505951642990112,0.7405844330787659,5,0.0,0.01,0.05,Best_RL
72,0.5276503562927246,0.5590208768844604,0.9165477156639099,5,0.0,0.01,0.05,Best_RL
73,0.26225224137306213,0.301399290561676,0.5944133996963501,5,0.0,0.01,0.05,Best_RL
74,0.5696978569030762,0.6287547945976257,0.853934109210968,5,0.0,0.01,0.05,Best_RL
75,0.628264307975769,0.6790398359298706,0.919902503490448,5,0.0,0.01,0.05,Best_RL
76,0.3240501880645752,0.36164581775665283,0.5992521643638611,5,0.0,0.01,0.05,Best_RL
77,0.4625532627105713,0.5326845049858093,0.6726574301719666,5,0.0,0.01,0.05,Best_RL
78,0.5027183294296265,0.5189396739006042,0.7631070613861084,5,0.0,0.01,0.05,Best_RL
79,0.6610066890716553,0.6877561807632446,0.814978837966919,5,0.0,0.01,0.05,Best_RL
80,0.28225570917129517,0.33586806058883667,0.6278373599052429,5,0.0,0.01,0.05,Best_RL
81,0.3343830704689026,0.3594856560230255,0.6524548530578613,5,0.0,0.01,0.05,Best_RL
82,0.5508829355239868,0.5908512473106384,0.7923274040222168,5,0.0,0.01,0.05,Best_RL
83,0.5024484395980835,0.4915202558040619,0.781462550163269,5,0.0,0.01,0.05,Best_RL
84,0.663608193397522,0.6622360348701477,0.8816448450088501,5,0.0,0.01,0.05,Best_RL
85,0.6232045292854309,0.6680289506912231,0.9031854271888733,5,0.0,0.01,0.05,Best_RL
86,0.511592447757721,0.5553936958312988,0.8132742047309875,5,0.0,0.01,0.05,Best_RL
87,0.5312036275863647,0.554111123085022,0.8642712235450745,5,0.0,0.01,0.05,Best_RL
88,0.6996139883995056,0.7161473035812378,0.9652756452560425,5,0.0,0.01,0.05,Best_RL
89,0.5823367238044739,0.5972118973731995,0.8416669368743896,5,0.0,0.01,0.05,Best_RL
90,0.6347801685333252,0.7361117601394653,0.8816391825675964,5,0.0,0.01,0.05,Best_RL
91,0.532756507396698,0.543392539024353,0.7859490513801575,5,0.0,0.01,0.05,Best_RL
92,0.4079349935054779,0.5500463247299194,0.8312728404998779,5,0.0,0.01,0.05,Best_RL
93,0.36962947249412537,0.37545841932296753,0.6277003288269043,5,0.0,0.01,0.05,Best_RL
94,0.24678854644298553,0.24411876499652863,0.5722931623458862,5,0.0,0.01,0.05,Best_RL
95,0.46924495697021484,0.47997617721557617,0.9382814168930054,5,0.0,0.01,0.05,Best_RL
96,0.2285553216934204,0.22661635279655457,0.5681734681129456,5,0.0,0.01,0.05,Best_RL
97,0.4193670153617859,0.4619530737400055,0.6627775430679321,5,0.0,0.01,0.05,Best_RL
98,0.4385251998901367,0.4344300627708435,0.5870360136032104,5,0.0,0.01,0.05,Best_RL
99,0.528860330581665,0.5435488820075989,0.8258264064788818,5,0.0,0.01,0.05,Best_RL
0,0.423006147146225,0.49886614084243774,0.9059581160545349,5,0.0,0.01,0.1,Best_RL
1,0.45572614669799805,0.49021267890930176,0.7923364043235779,5,0.0,0.01,0.1,Best_RL
2,0.613620400428772,0.5976864099502563,0.747829020023346,5,0.0,0.01,0.1,Best_RL
3,0.3424338400363922,0.49067187309265137,0.8140915632247925,5,0.0,0.01,0.1,Best_RL
4,0.646780788898468,0.7017711997032166,0.8532630205154419,5,0.0,0.01,0.1,Best_RL
5,0.5493567585945129,0.5763466358184814,0.6639081835746765,5,0.0,0.01,0.1,Best_RL
6,0.29320448637008667,0.32543855905532837,0.7854292392730713,5,0.0,0.01,0.1,Best_RL
7,0.4305341839790344,0.4605894088745117,0.877040445804596,5,0.0,0.01,0.1,Best_RL
8,0.5049425959587097,0.5617563724517822,0.8904791474342346,5,0.0,0.01,0.1,Best_RL
9,0.58674556016922,0.6859447956085205,0.8661852478981018,5,0.0,0.01,0.1,Best_RL
10,0.5008373856544495,0.5522316694259644,0.7359551787376404,5,0.0,0.01,0.1,Best_RL
11,0.20186910033226013,0.24979431927204132,0.36847177147865295,5,0.0,0.01,0.1,Best_RL
12,0.30121856927871704,0.3962934911251068,0.7675984501838684,5,0.0,0.01,0.1,Best_RL
13,0.540696382522583,0.5784233808517456,0.7200047373771667,5,0.0,0.01,0.1,Best_RL
14,0.5035478472709656,0.5532873272895813,0.86214679479599,5,0.0,0.01,0.1,Best_RL
15,0.47367262840270996,0.5508022308349609,0.7692147493362427,5,0.0,0.01,0.1,Best_RL
16,0.43818044662475586,0.4413343071937561,0.9610424637794495,5,0.0,0.01,0.1,Best_RL
17,0.4213182330131531,0.4508228302001953,0.7032807469367981,5,0.0,0.01,0.1,Best_RL
18,0.47137451171875,0.5567132830619812,0.8586207628250122,5,0.0,0.01,0.1,Best_RL
19,0.5565651655197144,0.5721744894981384,0.8241139054298401,5,0.0,0.01,0.1,Best_RL
20,0.5245035290718079,0.5963002443313599,0.7362801432609558,5,0.0,0.01,0.1,Best_RL
21,0.46107667684555054,0.4580984115600586,0.7502694129943848,5,0.0,0.01,0.1,Best_RL
22,0.6067790389060974,0.6654174327850342,0.8734390139579773,5,0.0,0.01,0.1,Best_RL
23,0.5802562832832336,0.5965486168861389,0.6732360124588013,5,0.0,0.01,0.1,Best_RL
24,0.5036697387695312,0.5251590013504028,0.7783941626548767,5,0.0,0.01,0.1,Best_RL
25,0.41369572281837463,0.4826580882072449,0.852957010269165,5,0.0,0.01,0.1,Best_RL
26,0.259964257478714,0.27529820799827576,0.5363430976867676,5,0.0,0.01,0.1,Best_RL
27,0.5801018476486206,0.6142276525497437,0.8371193408966064,5,0.0,0.01,0.1,Best_RL
28,0.523767352104187,0.6081494092941284,0.7616103887557983,5,0.0,0.01,0.1,Best_RL
29,0.4351526200771332,0.4691307544708252,0.7155490517616272,5,0.0,0.01,0.1,Best_RL
30,0.6422919034957886,0.6749941110610962,0.831097424030304,5,0.0,0.01,0.1,Best_RL
31,0.6199902296066284,0.657791256904602,0.7948945760726929,5,0.0,0.01,0.1,Best_RL
32,0.4879060387611389,0.5123600363731384,0.8358405232429504,5,0.0,0.01,0.1,Best_RL
33,0.5456146001815796,0.6138013601303101,0.8771021962165833,5,0.0,0.01,0.1,Best_RL
34,0.45200806856155396,0.499519407749176,0.6412147879600525,5,0.0,0.01,0.1,Best_RL
35,0.3376474678516388,0.3562968671321869,0.6516188383102417,5,0.0,0.01,0.1,Best_RL
36,0.35368940234184265,0.3558133542537689,0.9382659792900085,5,0.0,0.01,0.1,Best_RL
37,0.5245823860168457,0.5434776544570923,0.8620725870132446,5,0.0,0.01,0.1,Best_RL
38,0.4927774965763092,0.5554236769676208,0.7453684210777283,5,0.0,0.01,0.1,Best_RL
39,0.3242933452129364,0.2902984321117401,0.6746538281440735,5,0.0,0.01,0.1,Best_RL
40,0.6999551057815552,0.7446757555007935,0.9101796746253967,5,0.0,0.01,0.1,Best_RL
41,0.46478477120399475,0.4953208863735199,0.8167365193367004,5,0.0,0.01,0.1,Best_RL
42,0.6740936636924744,0.6825128197669983,0.8333256840705872,5,0.0,0.01,0.1,Best_RL
43,0.6135513186454773,0.6231996417045593,0.8273237347602844,5,0.0,0.01,0.1,Best_RL
44,0.39384061098098755,0.3806222677230835,0.9794889092445374,5,0.0,0.01,0.1,Best_RL
45,0.5931534767150879,0.6362038254737854,0.8188661932945251,5,0.0,0.01,0.1,Best_RL
46,0.573757529258728,0.6247110366821289,0.8110328912734985,5,0.0,0.01,0.1,Best_RL
47,0.5241912007331848,0.5874568223953247,0.9151504039764404,5,0.0,0.01,0.1,Best_RL
48,0.6255685091018677,0.6147691607475281,0.8326361179351807,5,0.0,0.01,0.1,Best_RL
49,0.5341947674751282,0.6027384996414185,0.8474248051643372,5,0.0,0.01,0.1,Best_RL
50,0.36892640590667725,0.3596823811531067,0.7103461027145386,5,0.0,0.01,0.1,Best_RL
51,0.6028281450271606,0.6579843759536743,0.8696508407592773,5,0.0,0.01,0.1,Best_RL
52,0.6618149280548096,0.6271470785140991,0.873758852481842,5,0.0,0.01,0.1,Best_RL
53,0.7807184457778931,0.8467958569526672,0.9778302907943726,5,0.0,0.01,0.1,Best_RL
54,0.30630889534950256,0.2909354567527771,0.8504817485809326,5,0.0,0.01,0.1,Best_RL
55,0.3755269944667816,0.37406033277511597,0.7485131621360779,5,0.0,0.01,0.1,Best_RL
56,0.39971110224723816,0.43438753485679626,0.5501989126205444,5,0.0,0.01,0.1,Best_RL
57,0.49109140038490295,0.5003248453140259,0.7862640619277954,5,0.0,0.01,0.1,Best_RL
58,0.5710200071334839,0.5745173096656799,0.9054833054542542,5,0.0,0.01,0.1,Best_RL
59,0.35000449419021606,0.3947021961212158,0.757970929145813,5,0.0,0.01,0.1,Best_RL
60,0.5151179432868958,0.5313757061958313,0.841759979724884,5,0.0,0.01,0.1,Best_RL
61,0.34723570942878723,0.3438800275325775,0.5620886087417603,5,0.0,0.01,0.1,Best_RL
62,0.3828912377357483,0.4508354067802429,0.9161941409111023,5,0.0,0.01,0.1,Best_RL
63,0.4506310820579529,0.43846648931503296,0.8373939990997314,5,0.0,0.01,0.1,Best_RL
64,0.5745408535003662,0.5970050096511841,0.8695553541183472,5,0.0,0.01,0.1,Best_RL
65,0.6164247989654541,0.5969856977462769,0.8651794195175171,5,0.0,0.01,0.1,Best_RL
66,0.45251625776290894,0.45371168851852417,0.6565515995025635,5,0.0,0.01,0.1,Best_RL
67,0.48010149598121643,0.5314071774482727,0.7708300352096558,5,0.0,0.01,0.1,Best_RL
68,0.41215819120407104,0.447608083486557,0.6725917458534241,5,0.0,0.01,0.1,Best_RL
69,0.5871894955635071,0.5812405347824097,0.7619410753250122,5,0.0,0.01,0.1,Best_RL
70,0.43397337198257446,0.49240365624427795,0.7728466391563416,5,0.0,0.01,0.1,Best_RL
71,0.46276193857192993,0.4760114550590515,0.7205765843391418,5,0.0,0.01,0.1,Best_RL
72,0.3577316105365753,0.39290112257003784,0.6672794222831726,5,0.0,0.01,0.1,Best_RL
73,0.24232932925224304,0.276072233915329,0.8962398171424866,5,0.0,0.01,0.1,Best_RL
74,0.4855543076992035,0.5294997692108154,0.7648171782493591,5,0.0,0.01,0.1,Best_RL
75,0.41894373297691345,0.4649809002876282,0.7326667904853821,5,0.0,0.01,0.1,Best_RL
76,0.5009270906448364,0.5164744257926941,0.8344110250473022,5,0.0,0.01,0.1,Best_RL
77,0.4316725730895996,0.49668222665786743,0.8103582262992859,5,0.0,0.01,0.1,Best_RL
78,0.5419958829879761,0.5617376565933228,0.8869634866714478,5,0.0,0.01,0.1,Best_RL
79,0.42450642585754395,0.4769198000431061,0.8178529143333435,5,0.0,0.01,0.1,Best_RL
80,0.6842374801635742,0.6975634694099426,0.8473243713378906,5,0.0,0.01,0.1,Best_RL
81,0.13118337094783783,0.19916705787181854,0.46215784549713135,5,0.0,0.01,0.1,Best_RL
82,0.6555703282356262,0.7228493094444275,0.9001345038414001,5,0.0,0.01,0.1,Best_RL
83,0.6604306697845459,0.6809526681900024,0.9324483275413513,5,0.0,0.01,0.1,Best_RL
84,0.6297303438186646,0.6936312913894653,0.9127845168113708,5,0.0,0.01,0.1,Best_RL
