episode,normalized_cumulative_reward,final_rewards,best_reward,mean_normalized_cumulative_reward,mean_final_rewards,mean_best_reward,n_agents,comm_radius,movement_noise,sample_noise,model
0,0.17236430943012238,0.1921776980161667,0.41715747117996216,0.11255060136318207,0.09164440631866455,0.24045661091804504,5,10.0,0.01,0.01,Random_Spherical
1,0.16231298446655273,0.13625359535217285,0.4633437693119049,0.06599439680576324,0.05936212092638016,0.16529755294322968,5,10.0,0.01,0.01,Random_Spherical
2,0.4278169870376587,0.7679072618484497,0.7858165502548218,0.1441451609134674,0.19736771285533905,0.29202723503112793,5,10.0,0.01,0.01,Random_Spherical
3,0.11479043960571289,0.16718867421150208,0.20226313173770905,0.07326094806194305,0.09301935136318207,0.1346849501132965,5,10.0,0.01,0.01,Random_Spherical
4,0.11360859870910645,0.1685338020324707,0.3232540488243103,0.06988634169101715,0.0737437754869461,0.14056669175624847,5,10.0,0.01,0.01,Random_Spherical
5,0.38986414670944214,0.20575907826423645,0.47496718168258667,0.12307707965373993,0.06965047121047974,0.22149884700775146,5,10.0,0.01,0.01,Random_Spherical
6,0.26163727045059204,0.3599092960357666,0.37657395005226135,0.1523779183626175,0.2033860683441162,0.24676355719566345,5,10.0,0.01,0.01,Random_Spherical
7,0.1755395531654358,0.26337146759033203,0.359585165977478,0.07178835570812225,0.08002810180187225,0.13918575644493103,5,10.0,0.01,0.01,Random_Spherical
8,0.2836587727069855,0.32108306884765625,0.5105810761451721,0.10780151933431625,0.1287604719400406,0.1893116682767868,5,10.0,0.01,0.01,Random_Spherical
9,0.19030475616455078,0.2753990888595581,0.694100022315979,0.1092812567949295,0.1690301150083542,0.27576857805252075,5,10.0,0.01,0.01,Random_Spherical
10,0.06388233602046967,0.09329542517662048,0.1443895846605301,0.03135928511619568,0.027009496465325356,0.09300084412097931,5,10.0,0.01,0.01,Random_Spherical
11,0.1793641299009323,0.23817752301692963,0.33862799406051636,0.09304461628198624,0.11518637835979462,0.1999886929988861,5,10.0,0.01,0.01,Random_Spherical
12,0.0802227184176445,0.17376993596553802,0.17376993596553802,0.05612197518348694,0.07339446246623993,0.12338878959417343,5,10.0,0.01,0.01,Random_Spherical
13,0.30684924125671387,0.34887176752090454,0.656917929649353,0.21583835780620575,0.20703065395355225,0.3929595351219177,5,10.0,0.01,0.01,Random_Spherical
14,0.18954358994960785,0.24446909129619598,0.34746694564819336,0.12358562648296356,0.10048709809780121,0.2601826786994934,5,10.0,0.01,0.01,Random_Spherical
15,0.11642670631408691,0.1803596317768097,0.20826566219329834,0.038724400103092194,0.043149493634700775,0.08178619295358658,5,10.0,0.01,0.01,Random_Spherical
16,0.2073676437139511,0.29375314712524414,0.4213252663612366,0.1223970428109169,0.11337967962026596,0.26764142513275146,5,10.0,0.01,0.01,Random_Spherical
17,0.34885525703430176,0.5726834535598755,0.5820508003234863,0.15750066936016083,0.21509890258312225,0.2820223569869995,5,10.0,0.01,0.01,Random_Spherical
