episode,normalized_cumulative_reward,final_rewards,best_reward,mean_normalized_cumulative_reward,mean_final_rewards,mean_best_reward,n_agents,comm_radius,movement_noise,sample_noise,model
0,0.5095428228378296,0.5961719751358032,0.6388876438140869,0.3314024806022644,0.38234299421310425,0.45238375663757324,5,31.636955319502036,0.08738003591801893,0.11410238083017064,Hybrid_Randomized
0,0.03754120320081711,0.029587386175990105,0.12165455520153046,0.021034356206655502,0.01825212500989437,0.052101027220487595,5,12.728896188491085,0.13445626362336863,0.1915095461425007,Hybrid_Randomized
0,0.18271362781524658,0.25600871443748474,0.321985125541687,0.09041071683168411,0.12670353055000305,0.18518029153347015,5,8.716399193773643,0.04757612796662776,0.11988081435896061,Hybrid_Randomized
0,0.6604876518249512,0.729337215423584,0.7528725862503052,0.4783845841884613,0.5309941172599792,0.5967310070991516,5,27.756694955675083,0.06517007752886915,0.19750792033593853,Hybrid_Randomized
0,0.08041469752788544,0.08189048618078232,0.22409853339195251,0.04943915084004402,0.04130050539970398,0.10657751560211182,5,44.29599650165463,0.016032952988413385,0.13601630238520407,Hybrid_Randomized
0,0.7754442095756531,0.8601874113082886,0.8754287362098694,0.26300522685050964,0.2851997911930084,0.32796674966812134,5,6.009068420699504,0.016125344099019803,0.14593305093816142,Hybrid_Randomized
0,0.49255889654159546,0.5209819078445435,0.6124704480171204,0.3013852536678314,0.3081800043582916,0.47402167320251465,5,24.956897616510627,0.18217321525171362,0.06525959125581847,Hybrid_Randomized
0,0.6732631921768188,0.720534086227417,0.7604885101318359,0.30358508229255676,0.25828301906585693,0.36943167448043823,5,6.889335908294392,0.18738147957507878,0.04714659884926891,Hybrid_Randomized
0,0.4688093662261963,0.48571711778640747,0.5493435263633728,0.2753322720527649,0.2926335632801056,0.33059313893318176,5,17.04206231726639,0.08399789557099767,0.09267507660875424,Hybrid_Randomized
0,0.5958861708641052,0.8482956886291504,0.8786360025405884,0.5091311931610107,0.787893533706665,0.8768541216850281,5,48.47539538118985,0.17997364213209877,0.046673285953560045,Hybrid_Randomized
0,0.0838608518242836,0.11083758622407913,0.1419277787208557,0.03890291228890419,0.04587208107113838,0.08939782530069351,5,6.586329467494378,0.1032578908596849,0.16546625631018985,Hybrid_Randomized
0,0.7775042057037354,0.8048284649848938,0.8122730851173401,0.7390554547309875,0.7831310033798218,0.8084408640861511,5,33.52425303826155,0.026182803828917023,0.058234906702986367,Hybrid_Randomized
0,0.45022052526474,0.5531636476516724,0.8641483783721924,0.37708598375320435,0.37994980812072754,0.6546953916549683,5,49.35340108963504,0.19900011991088576,0.09307655564159459,Hybrid_Randomized
0,0.8898018598556519,0.9371529817581177,0.9419387578964233,0.803828239440918,0.9143742322921753,0.9412471652030945,5,43.22116354680246,0.04067079090205701,0.0825048655087896,Hybrid_Randomized
0,0.5245328545570374,0.6352304220199585,0.6639377474784851,0.3474760055541992,0.4633829593658447,0.5025256276130676,5,27.78745634180566,0.04923650427967374,0.06039878084890482,Hybrid_Randomized
0,0.3818647265434265,0.4026784300804138,0.556252121925354,0.2786374092102051,0.3339080512523651,0.40081915259361267,5,8.122926123206442,0.03264777433352622,0.18100490541144723,Hybrid_Randomized
0,0.3574599027633667,0.3552996814250946,0.5337350368499756,0.08397604525089264,0.09199689328670502,0.1457202136516571,5,1.3539055524754262,0.07374999692118887,0.17976803261564941,Hybrid_Randomized
0,0.5788248777389526,0.5317918062210083,0.6295233368873596,0.34182262420654297,0.3462598919868469,0.4122166633605957,5,20.913758367069878,0.012069944338655093,0.18557524441492323,Hybrid_Randomized
0,0.4094041883945465,0.4439568519592285,0.48079225420951843,0.2691796123981476,0.2942207157611847,0.38112586736679077,5,49.01941622087592,0.1124985913935382,0.10235017583932018,Hybrid_Randomized
0,0.7554237246513367,0.7952318787574768,0.8272562026977539,0.3305167257785797,0.3252374529838562,0.44728797674179077,5,12.119426527371646,0.13124378484454566,0.09143015271134763,Hybrid_Randomized
0,0.48760002851486206,0.5437047481536865,0.5687757134437561,0.27463677525520325,0.3048632740974426,0.3235267698764801,5,34.84824353498677,0.007599063654430816,0.18406961160772384,Hybrid_Randomized
