episode,normalized_cumulative_reward,final_rewards,best_reward,mean_normalized_cumulative_reward,mean_final_rewards,mean_best_reward,memory_size
0,0.4069969058036804,0.569098174571991,0.8152446746826172,0.2966725826263428,0.31195345520973206,0.6679199934005737,50
1,0.5221807956695557,0.6799047589302063,0.8547156453132629,0.43194884061813354,0.4298013150691986,0.7054358720779419,50
2,0.4129297137260437,0.4830453395843506,0.7731949687004089,0.3028092086315155,0.2300965040922165,0.6019477248191833,50
3,0.66257244348526,0.6302595138549805,0.8744583129882812,0.3932562470436096,0.36088892817497253,0.6879391670227051,50
4,0.5160924196243286,0.5118784308433533,0.93025141954422,0.4274900555610657,0.27231255173683167,0.7384015321731567,50
5,0.518261730670929,0.44043251872062683,0.8014525771141052,0.3573944568634033,0.24922053515911102,0.6551399827003479,50
6,0.5264516472816467,0.6572819948196411,0.931026041507721,0.36188212037086487,0.31652554869651794,0.6986895203590393,50
7,0.3258489668369293,0.47983846068382263,0.5707128047943115,0.15150277316570282,0.1637284755706787,0.367798388004303,50
8,0.5646988153457642,0.6436208486557007,0.9024986624717712,0.32329028844833374,0.24477942287921906,0.6516284942626953,50
9,0.4005774259567261,0.5885205864906311,0.6355530619621277,0.2689442038536072,0.1843125969171524,0.486205518245697,50
10,0.37419191002845764,0.5699596405029297,0.8697264194488525,0.29247617721557617,0.28145337104797363,0.7047777771949768,50
11,0.36544838547706604,0.6492524743080139,0.8370378613471985,0.27868276834487915,0.2789268493652344,0.6076369881629944,50
12,0.17658674716949463,0.26719844341278076,0.5089625120162964,0.12388719618320465,0.1641247421503067,0.33709344267845154,50
13,0.5004570484161377,0.6851433515548706,0.9331044554710388,0.3991382420063019,0.41257911920547485,0.8011528253555298,50
14,0.5818714499473572,0.6742595434188843,0.8415467739105225,0.3194580078125,0.29612427949905396,0.5251978635787964,50
15,0.468211829662323,0.6734030842781067,0.8177068829536438,0.39036762714385986,0.39238137006759644,0.7002679109573364,50
16,0.42796921730041504,0.6175112128257751,0.7742544412612915,0.24583761394023895,0.2346353530883789,0.537622332572937,50
17,0.42446908354759216,0.4892946779727936,0.7465556859970093,0.2817364037036896,0.26344817876815796,0.5447595715522766,50
18,0.548874020576477,0.5825660824775696,0.8738369941711426,0.3836812376976013,0.2924892008304596,0.7350158095359802,50
19,0.5077241063117981,0.5203691124916077,0.7799426913261414,0.3503635823726654,0.3648289740085602,0.5909603834152222,50
20,0.3560017943382263,0.5957909226417542,0.7091211080551147,0.19364234805107117,0.24754074215888977,0.4347456991672516,50
21,0.36419036984443665,0.3194616436958313,0.7814181447029114,0.2751745581626892,0.19571088254451752,0.63810795545578,50
22,0.486581027507782,0.4075148105621338,0.9119018316268921,0.18553176522254944,0.1988808661699295,0.3777028024196625,50
23,0.3745166063308716,0.46231770515441895,0.9707334637641907,0.288858026266098,0.29113298654556274,0.6347283720970154,50
24,0.37202152609825134,0.3399735987186432,0.7299015522003174,0.2651597559452057,0.18510906398296356,0.531546950340271,50
25,0.35534051060676575,0.20549146831035614,0.7083316445350647,0.2408733069896698,0.11731089651584625,0.49191656708717346,50
26,0.47818055748939514,0.639864444732666,0.8138477802276611,0.2305067479610443,0.21556520462036133,0.447662353515625,50
27,0.44309306144714355,0.526787281036377,0.6956506967544556,0.27669864892959595,0.2729094624519348,0.5017156004905701,50
28,0.4692000448703766,0.45444363355636597,0.8613488674163818,0.35227975249290466,0.2486831694841385,0.749090850353241,50
29,0.3037942349910736,0.47800925374031067,0.5101161003112793,0.16916963458061218,0.19586314260959625,0.319524884223938,50
30,0.41366374492645264,0.40520787239074707,0.891565203666687,0.29484087228775024,0.22255608439445496,0.6542612314224243,50
31,0.47157272696495056,0.5242770314216614,0.7684988379478455,0.21414515376091003,0.2016971856355667,0.47738775610923767,50
32,0.3633338212966919,0.15680764615535736,0.7230741381645203,0.21314749121665955,0.11958368867635727,0.5164313316345215,50
33,0.5042447447776794,0.5441351532936096,0.8641917109489441,0.3309238851070404,0.2823184132575989,0.6579899191856384,50
34,0.3919159770011902,0.48173826932907104,0.7091207504272461,0.29088839888572693,0.22573809325695038,0.5304484963417053,50
35,0.3544480502605438,0.3136425018310547,0.694219708442688,0.14045383036136627,0.11918600648641586,0.34349721670150757,50
36,0.5238251686096191,0.6510328054428101,0.7794327735900879,0.39065927267074585,0.24997000396251678,0.6816003918647766,50
37,0.33256837725639343,0.4552324116230011,0.7098302841186523,0.17069391906261444,0.13253167271614075,0.3789224922657013,50
38,0.5942420363426208,0.4232632517814636,0.9474090337753296,0.3546820878982544,0.3190709054470062,0.6559810638427734,50
39,0.5864142179489136,0.5158900022506714,0.784487783908844,0.27744996547698975,0.23651060461997986,0.5141867399215698,50
40,0.408333420753479,0.16270604729652405,0.773418664932251,0.19298076629638672,0.14086847007274628,0.44968605041503906,50
41,0.5251156091690063,0.4733788073062897,0.8160707950592041,0.4090469479560852,0.2701962888240814,0.6960519552230835,50
42,0.3133670687675476,0.1220833957195282,0.7283225059509277,0.16390937566757202,0.06550256907939911,0.42240387201309204,50
43,0.26383844017982483,0.08699322491884232,0.8251189589500427,0.21466664969921112,0.07568740844726562,0.5800297260284424,50
44,0.3338265120983124,0.3125583827495575,0.7373833060264587,0.1838500201702118,0.12559670209884644,0.4119192659854889,50
45,0.49153319001197815,0.6650489568710327,0.8018074035644531,0.23923106491565704,0.26674768328666687,0.4889459013938904,50
46,0.29892995953559875,0.21646730601787567,0.69632887840271,0.18764805793762207,0.09726189076900482,0.4231075644493103,50
47,0.4414229691028595,0.49475735425949097,0.8850985765457153,0.2498995065689087,0.2161714732646942,0.5578200221061707,50
48,0.4842202067375183,0.6594828367233276,0.8840408325195312,0.33152028918266296,0.33571046590805054,0.6408823728561401,50
49,0.3499457836151123,0.2616603970527649,0.7275082468986511,0.21648339927196503,0.14846110343933105,0.4240245223045349,50
50,0.5134822130203247,0.1441146731376648,0.9205873012542725,0.2969643473625183,0.07444745302200317,0.6044143438339233,50
51,0.41651061177253723,0.6423974633216858,0.6796174645423889,0.3129923939704895,0.36789578199386597,0.5169330835342407,50
52,0.3293684720993042,0.3964047133922577,0.7782994508743286,0.13248716294765472,0.11708267778158188,0.34184351563453674,50
53,0.2963850796222687,0.22366534173488617,0.6493431925773621,0.19645175337791443,0.1590408831834793,0.4598214030265808,50
54,0.4045499563217163,0.5149509906768799,0.8443482518196106,0.33239394426345825,0.30644547939300537,0.7350307703018188,50
55,0.5574508309364319,0.7293386459350586,0.8603403568267822,0.209369495511055,0.21634964644908905,0.3760233223438263,50
56,0.38028404116630554,0.7201001644134521,0.7946898341178894,0.2295641154050827,0.3847060799598694,0.577262282371521,50
57,0.3249686062335968,0.1997644007205963,0.8017878532409668,0.16736817359924316,0.10146598517894745,0.45514780282974243,50
58,0.3328257203102112,0.5624092817306519,0.568850040435791,0.20056810975074768,0.21371164917945862,0.3459392189979553,50
59,0.26828062534332275,0.23415115475654602,0.5502195954322815,0.20245742797851562,0.12654884159564972,0.4271511137485504,50
60,0.45140838623046875,0.5126522183418274,0.7310704588890076,0.20882007479667664,0.14867140352725983,0.3603602945804596,50
61,0.5280786156654358,0.5420945286750793,0.8475490212440491,0.32045212388038635,0.318386971950531,0.5828291773796082,50
62,0.38504889607429504,0.347569078207016,0.7101685404777527,0.29089027643203735,0.22353684902191162,0.5738106369972229,50
63,0.43342068791389465,0.46309322118759155,0.835810661315918,0.3413757383823395,0.32690250873565674,0.7349058389663696,50
64,0.3749020993709564,0.45384204387664795,0.7935471534729004,0.2786368429660797,0.19671320915222168,0.6294062733650208,50
65,0.4463472068309784,0.6915512681007385,0.72466641664505,0.1752086877822876,0.171092689037323,0.3655828535556793,50
66,0.41709741950035095,0.7736583352088928,0.8040853142738342,0.27693140506744385,0.329784095287323,0.5222627520561218,50
67,0.5437847971916199,0.8057152628898621,0.910419762134552,0.4713424742221832,0.5332348942756653,0.793523371219635,50
68,0.5694412589073181,0.5792388319969177,0.751024067401886,0.3893207907676697,0.44214457273483276,0.6259313821792603,50
