episode,normalized_cumulative_reward,final_rewards,best_reward,mean_normalized_cumulative_reward,mean_final_rewards,mean_best_reward,memory_size
0,0.5225897431373596,0.607819139957428,0.7928069829940796,0.29636019468307495,0.2804287075996399,0.5089224576950073,10
1,0.5775426626205444,0.6187586188316345,0.9000574946403503,0.3687595725059509,0.30540719628334045,0.6670648455619812,10
2,0.5377104878425598,0.5877624154090881,0.7773807644844055,0.31922274827957153,0.29952406883239746,0.6400142908096313,10
3,0.40178024768829346,0.48500511050224304,0.891979455947876,0.2935163676738739,0.3063589632511139,0.579347550868988,10
4,0.2757289707660675,0.3731928765773773,0.7364866733551025,0.1932952105998993,0.16713090240955353,0.4593903422355652,10
5,0.6052291393280029,0.37789803743362427,0.9667150378227234,0.26472482085227966,0.16295696794986725,0.491781085729599,10
6,0.36006683111190796,0.5101019144058228,0.596771240234375,0.22010238468647003,0.25066861510276794,0.3661976456642151,10
7,0.49566325545310974,0.39256343245506287,0.9864514470100403,0.3608018755912781,0.20039446651935577,0.7752578854560852,10
8,0.4044729769229889,0.41338637471199036,0.7107988595962524,0.2207176685333252,0.25865212082862854,0.48189154267311096,10
9,0.4396660327911377,0.4604787230491638,0.8341493606567383,0.30285128951072693,0.21319684386253357,0.5581178665161133,10
10,0.28698766231536865,0.38160139322280884,0.7394924163818359,0.21538643538951874,0.18855023384094238,0.5600439310073853,10
11,0.40711483359336853,0.47584789991378784,0.6460704803466797,0.2529757618904114,0.31578773260116577,0.4520273208618164,10
12,0.6509552597999573,0.5339982509613037,0.8555203676223755,0.3882019519805908,0.22890925407409668,0.6573788523674011,10
13,0.5155029296875,0.3714713156223297,0.7904418110847473,0.20331013202667236,0.160929337143898,0.40809860825538635,10
14,0.401822566986084,0.43071606755256653,0.6236932277679443,0.28708577156066895,0.19251930713653564,0.5221624970436096,10
15,0.40800824761390686,0.3017987906932831,0.869215726852417,0.2583615183830261,0.1824934482574463,0.6484053730964661,10
16,0.4414132535457611,0.4230840504169464,0.7943762540817261,0.3198077976703644,0.2838614583015442,0.5635532140731812,10
17,0.2969668209552765,0.21963708102703094,0.7957004904747009,0.17311416566371918,0.1255302131175995,0.4139983057975769,10
18,0.3096487522125244,0.4828609228134155,0.870840311050415,0.212908074259758,0.2791527807712555,0.5483047366142273,10
19,0.4386674463748932,0.4969460368156433,0.7351399064064026,0.3147924840450287,0.3004823625087738,0.590950608253479,10
20,0.3719868063926697,0.32105982303619385,0.532466471195221,0.21372823417186737,0.19668057560920715,0.3560701310634613,10
21,0.42721956968307495,0.6653242111206055,0.9493241906166077,0.2936744689941406,0.3634423613548279,0.6219159960746765,10
22,0.558231770992279,0.6684569120407104,0.8082221746444702,0.3578752875328064,0.3437998294830322,0.617331862449646,10
23,0.3159886598587036,0.48945513367652893,0.7437777519226074,0.28613996505737305,0.3918241560459137,0.5545397400856018,10
24,0.5402576923370361,0.7588157057762146,0.8577698469161987,0.320167601108551,0.3465355932712555,0.557195782661438,10
25,0.4350964426994324,0.31080150604248047,0.7539231777191162,0.24152883887290955,0.13535967469215393,0.4751272201538086,10
26,0.4311221241950989,0.32273557782173157,0.9213085770606995,0.3454928994178772,0.1983061283826828,0.7211427092552185,10
27,0.6141603589057922,0.7160320281982422,0.854232907295227,0.36095646023750305,0.41528087854385376,0.6707459688186646,10
28,0.5052725672721863,0.6293903589248657,0.8042376041412354,0.40296250581741333,0.3597581386566162,0.7100895643234253,10
29,0.31250980496406555,0.2556025981903076,0.7576513886451721,0.15728335082530975,0.12041859328746796,0.3491305708885193,10
30,0.5676734447479248,0.6484395861625671,0.8718780279159546,0.42938345670700073,0.37158942222595215,0.6697619557380676,10
31,0.5734283924102783,0.849748969078064,0.876852810382843,0.22916264832019806,0.315098375082016,0.44194692373275757,10
32,0.3689953088760376,0.3038422167301178,0.911441445350647,0.2261318862438202,0.16551795601844788,0.4530866742134094,10
33,0.37112751603126526,0.4662286639213562,0.8041748404502869,0.30873340368270874,0.34868040680885315,0.7412017583847046,10
34,0.2551897168159485,0.47574394941329956,0.7238574028015137,0.15036940574645996,0.2987897992134094,0.39831849932670593,10
35,0.3607534170150757,0.12257900834083557,0.8791922330856323,0.32638221979141235,0.09530819952487946,0.8159446716308594,10
36,0.292329877614975,0.530834436416626,0.7995260953903198,0.194295272231102,0.24490252137184143,0.46757179498672485,10
37,0.22019954025745392,0.16422110795974731,0.4632813334465027,0.12695586681365967,0.10383244603872299,0.30125775933265686,10
38,0.3777746558189392,0.42162492871284485,0.8184483051300049,0.15432345867156982,0.11765706539154053,0.3691660165786743,10
39,0.5985203981399536,0.5836671590805054,0.909069299697876,0.4701494574546814,0.3463537096977234,0.728644609451294,10
40,0.5100740194320679,0.49278563261032104,0.9246841073036194,0.38430294394493103,0.3022817373275757,0.7698568105697632,10
41,0.4591096043586731,0.5400348901748657,0.8026923537254333,0.35519784688949585,0.3497646450996399,0.6514562964439392,10
42,0.532500147819519,0.44763392210006714,0.9147111773490906,0.3035770654678345,0.21333368122577667,0.6235150098800659,10
43,0.40152502059936523,0.8101809620857239,0.8429595232009888,0.27597299218177795,0.34958019852638245,0.5954962372779846,10
44,0.42932137846946716,0.5002713799476624,0.7112374305725098,0.27132877707481384,0.21268200874328613,0.5790640115737915,10
45,0.3881055414676666,0.37309080362319946,0.8813521265983582,0.1902199685573578,0.17581704258918762,0.44686970114707947,10
46,0.6074947714805603,0.536763072013855,0.907074511051178,0.32206135988235474,0.27949070930480957,0.6039670705795288,10
47,0.5095269680023193,0.7974502444267273,0.9194656014442444,0.40844306349754333,0.4838082194328308,0.8418946266174316,10
48,0.2913285195827484,0.6454187035560608,0.6489191651344299,0.23744630813598633,0.2157529592514038,0.5261868238449097,10
49,0.30884259939193726,0.4135858714580536,0.6901455521583557,0.1535157859325409,0.1622449904680252,0.34432855248451233,10
50,0.4032745659351349,0.5354097485542297,0.8341038227081299,0.25932127237319946,0.2706829309463501,0.5642296075820923,10
51,0.3196680545806885,0.5536426901817322,0.8039961457252502,0.24179530143737793,0.27047592401504517,0.5826281309127808,10
52,0.6334314346313477,0.6693488359451294,0.8065042495727539,0.3714635968208313,0.37714046239852905,0.6382862329483032,10
53,0.5533754229545593,0.5601575970649719,0.8625419735908508,0.304998517036438,0.2640191912651062,0.5830525159835815,10
54,0.425988107919693,0.4810468554496765,0.7915477752685547,0.3391764760017395,0.30362582206726074,0.6115188002586365,10
55,0.49307286739349365,0.4482167661190033,0.9084998369216919,0.36726099252700806,0.26107850670814514,0.7651996612548828,10
56,0.37340179085731506,0.7523330450057983,0.9498538374900818,0.21729469299316406,0.2920268177986145,0.5253252983093262,10
57,0.4339475929737091,0.5474997162818909,0.788895308971405,0.3479171395301819,0.2878255248069763,0.669113278388977,10
58,0.41168367862701416,0.4664216637611389,0.8694877028465271,0.2406061440706253,0.22434911131858826,0.47990602254867554,10
59,0.6085569262504578,0.4604932367801666,0.81954425573349,0.43487152457237244,0.3190993368625641,0.6703225374221802,10
60,0.6030271649360657,0.8157559633255005,0.8856550455093384,0.34269967675209045,0.40625301003456116,0.6160719394683838,10
61,0.2949485182762146,0.7336976528167725,0.7491506338119507,0.2021656483411789,0.34920769929885864,0.4761599600315094,10
62,0.517612874507904,0.6461344957351685,0.870151162147522,0.2890360951423645,0.3317970931529999,0.5957096815109253,10
63,0.5323911905288696,0.5041292905807495,0.8800833225250244,0.3953664004802704,0.295847624540329,0.6958687901496887,10
64,0.060370348393917084,0.07352644205093384,0.19896994531154633,0.040302492678165436,0.03348061814904213,0.10764414072036743,10
65,0.3447033762931824,0.21497970819473267,0.8145564198493958,0.1436886191368103,0.0790192186832428,0.35105669498443604,10
66,0.5439205169677734,0.6786116361618042,0.7140272259712219,0.3113129734992981,0.2504923641681671,0.6197093725204468,10
67,0.5609384775161743,0.3930682837963104,0.8291041851043701,0.2786329686641693,0.2533399164676666,0.4822581708431244,10
68,0.439618319272995,0.7789075970649719,0.879911482334137,0.36271876096725464,0.4830226004123688,0.7729206681251526,10
69,0.41496241092681885,0.6541308760643005,0.9456266164779663,0.32140040397644043,0.33703142404556274,0.7312790155410767,10
70,0.3839500844478607,0.4641325771808624,0.7194158434867859,0.2778468430042267,0.25051113963127136,0.5322659015655518,10
71,0.5407070517539978,0.47366437315940857,0.904059112071991,0.29759371280670166,0.26769208908081055,0.5323078632354736,10
